unique_key,created_date,complaint_type,latitude,longitude,borough
REAL_Pelham_Bay_11_1766294704,2025-12-21 00:25:04,Street Condition,40.83975104157512,-73.82220850717368,BRONX
REAL_Pelham_Bay_29_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.87597785532639,-73.83887669776742,BRONX
REAL_Mott_Haven_140_1766294704,2025-12-21 00:25:04,Street Condition,40.79657633762072,-73.9190236014069,BRONX
REAL_Midtown_113_1766294704,2025-12-21 00:25:04,Street Condition,40.74498517889059,-73.98532867757888,MANHATTAN
REAL_Rockaway_Beach_90_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.57659114443883,-73.8103356438995,QUEENS
REAL_Morris_Heights_108_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.864485551606755,-73.91612833142014,BRONX
REAL_Fordham_12_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.876871327536186,-73.89259863975937,BRONX
REAL_Fordham_19_1766294704,2025-12-21 00:25:04,Water System,40.86364005011291,-73.88828001613489,BRONX
REAL_Fordham_54_1766294704,2025-12-21 00:25:04,Derelict Vehicle,40.846721207027755,-73.9120773600372,BRONX
REAL_Fordham_83_1766294704,2025-12-21 00:25:04,Derelict Vehicle,40.859217434742405,-73.89537284100876,BRONX
REAL_Fordham_91_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.85807731240084,-73.90006178853153,BRONX
REAL_Kingsbridge_56_1766294704,2025-12-21 00:25:04,Air Quality,40.88069977357635,-73.91520010041056,BRONX
REAL_Kingsbridge_107_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.87947700377019,-73.9073424041053,BRONX
REAL_Kingsbridge_111_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.873792027611024,-73.89319776692385,BRONX
REAL_Kingsbridge_148_1766294704,2025-12-21 00:25:04,Street Condition,40.8702665597147,-73.91183134348152,BRONX
REAL_Morris_Heights_22_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.84269354983864,-73.91883075585517,BRONX
REAL_Morris_Heights_28_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.842782230394555,-73.90621595507633,BRONX
REAL_Morris_Heights_34_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.85927768195974,-73.92642697259184,BRONX
REAL_Morris_Heights_72_1766294704,2025-12-21 00:25:04,Noise - Residential,40.854563386364916,-73.92543053484083,BRONX
REAL_Morris_Heights_76_1766294704,2025-12-21 00:25:04,Water System,40.85870146027643,-73.91842976133907,BRONX
REAL_Morris_Heights_101_1766294704,2025-12-21 00:25:04,Illegal Parking,40.84965289154172,-73.91507426598032,BRONX
REAL_Astoria_123_1766294704,2025-12-21 00:25:04,Street Condition,40.76471052086997,-73.94220813874456,QUEENS
REAL_Astoria_39_1766294704,2025-12-21 00:25:04,Water System,40.76797016705367,-73.92983137537632,QUEENS
REAL_Astoria_37_1766294704,2025-12-21 00:25:04,Water System,40.77168511381744,-73.9265026338565,QUEENS
REAL_Harlem_192_1766294704,2025-12-21 00:25:04,Traffic Signal Condition,40.83140383364356,-73.93762531845637,MANHATTAN
REAL_East_Harlem_40_1766294704,2025-12-21 00:25:04,Water System,40.81115336643258,-73.94021638936375,MANHATTAN
REAL_East_Harlem_55_1766294704,2025-12-21 00:25:04,Water System,40.793270130375774,-73.94862336770048,MANHATTAN
REAL_East_Harlem_94_1766294704,2025-12-21 00:25:04,Water System,40.79673650741616,-73.94387985399695,MANHATTAN
REAL_East_Harlem_118_1766294704,2025-12-21 00:25:04,Noise - Street/Sidewalk,40.79221182949133,-73.93873110778468,MANHATTAN
REAL_Washington_Heights_47_1766294704,2025-12-21 00:25:04,Noise - Residential,40.85104317154461,-73.92577350375097,MANHATTAN
REAL_Washington_Heights_52_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.849291742288166,-73.94938683750576,MANHATTAN
REAL_Washington_Heights_64_1766294704,2025-12-21 00:25:04,Street Light Condition,40.85766265676863,-73.93926738724565,MANHATTAN
REAL_Washington_Heights_80_1766294704,2025-12-21 00:25:04,Noise - Street/Sidewalk,40.857732294611885,-73.934889309604,MANHATTAN
REAL_East_Village_52_1766294704,2025-12-21 00:25:04,Noise - Residential,40.72620856851613,-73.97739883566678,MANHATTAN
REAL_Inwood_53_1766294704,2025-12-21 00:25:04,Noise - Commercial,40.86105179884825,-73.92311976091355,MANHATTAN
REAL_Williamsburg_64_1766294704,2025-12-21 00:25:04,Water System,40.70832641942744,-73.96587566486373,BROOKLYN
REAL_Williamsburg_129_1766294704,2025-12-21 00:25:04,Street Light Condition,40.723055660507825,-73.94805834673761,BROOKLYN
REAL_East_Village_25_1766294704,2025-12-21 00:25:04,Noise - Street/Sidewalk,40.72010921798807,-73.98246759934256,MANHATTAN
REAL_Williamsburg_145_1766294704,2025-12-21 00:25:04,Street Condition,40.70623916758126,-73.96320605729055,BROOKLYN
REAL_Park_Slope_19_1766294704,2025-12-21 00:25:04,Sewer,40.67278981079354,-73.98273245128641,BROOKLYN
REAL_East_Harlem_19_1766294704,2025-12-21 00:25:04,Noise - Residential,40.79950525656981,-73.94035322700968,MANHATTAN
REAL_East_Village_80_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.73355073610423,-73.9887816222606,MANHATTAN
REAL_Bushwick_2_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.6899090266669,-73.91589540683377,BROOKLYN
REAL_Harlem_135_1766294704,2025-12-21 00:25:04,Rodent,40.80786751754095,-73.95538665484911,MANHATTAN
REAL_Lower_East_Side_22_1766294704,2025-12-21 00:25:04,Street Light Condition,40.725119512260996,-73.9867639608373,MANHATTAN
REAL_Lower_East_Side_67_1766294704,2025-12-21 00:25:04,Water System,40.72108892513272,-73.99255928778422,MANHATTAN
REAL_Lower_East_Side_87_1766294704,2025-12-21 00:25:04,Rodent,40.71758272582882,-73.9792932002545,MANHATTAN
REAL_Lower_East_Side_116_1766294704,2025-12-21 00:25:04,Noise - Commercial,40.72112074735959,-73.9930950104282,MANHATTAN
REAL_Lower_East_Side_125_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.709837447688564,-73.9756313745367,MANHATTAN
REAL_Lower_East_Side_138_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.72422801331831,-73.98167292912945,MANHATTAN
REAL_Financial_District_51_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.70975527788678,-74.03146346186028,MANHATTAN
REAL_Financial_District_65_1766294704,2025-12-21 00:25:04,Noise - Residential,40.7040851913663,-74.01747564038614,MANHATTAN
REAL_Financial_District_69_1766294704,2025-12-21 00:25:04,Derelict Vehicle,40.714765184509126,-73.99525973316644,MANHATTAN
REAL_Harlem_23_1766294704,2025-12-21 00:25:04,Street Condition,40.801036852516766,-73.95323641282789,MANHATTAN
REAL_East_Village_95_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.718994141805965,-73.9913738131888,MANHATTAN
REAL_Harlem_62_1766294704,2025-12-21 00:25:04,Illegal Parking,40.82664934036716,-73.95740527770928,MANHATTAN
REAL_Harlem_73_1766294704,2025-12-21 00:25:04,Illegal Parking,40.81180872965756,-73.94945778221161,MANHATTAN
REAL_Harlem_83_1766294704,2025-12-21 00:25:04,Street Light Condition,40.82457282240549,-73.94132865542936,MANHATTAN
REAL_Harlem_95_1766294704,2025-12-21 00:25:04,Noise - Residential,40.80275718194629,-73.95465789755693,MANHATTAN
REAL_Brooklyn_Heights_51_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.688659562942426,-73.97690745440363,BROOKLYN
REAL_Bushwick_63_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.68465412443884,-73.93181268248281,BROOKLYN
REAL_Astoria_32_1766294704,2025-12-21 00:25:04,Other,40.76007880639139,-73.92514656102149,QUEENS
REAL_Bedford_Stuyvesant_85_1766294704,2025-12-21 00:25:04,Street Condition,40.68741694536108,-73.94131806781405,BROOKLYN
REAL_Bedford_Stuyvesant_130_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.690339608402184,-73.93302990599423,BROOKLYN
REAL_Bedford_Stuyvesant_205_1766294704,2025-12-21 00:25:04,Noise - Street/Sidewalk,40.68165774054611,-73.94612741384876,BROOKLYN
REAL_Sunset_Park_10_1766294704,2025-12-21 00:25:04,Other,40.64642751539828,-73.99913105380764,BROOKLYN
REAL_Sunset_Park_36_1766294704,2025-12-21 00:25:04,Noise - Residential,40.64411408080838,-74.00933227792501,BROOKLYN
REAL_Sunset_Park_65_1766294704,2025-12-21 00:25:04,Noise - Residential,40.641995716380464,-74.00789112690462,BROOKLYN
REAL_Sunset_Park_108_1766294704,2025-12-21 00:25:04,Noise - Residential,40.636331083847445,-74.0165240775722,BROOKLYN
REAL_Bay_Ridge_59_1766294704,2025-12-21 00:25:04,Noise - Residential,40.62481366869004,-74.02523003005763,BROOKLYN
REAL_Bay_Ridge_60_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.60787165495289,-74.03151431391855,BROOKLYN
REAL_Coney_Island_6_1766294704,2025-12-21 00:25:04,Noise - Residential,40.583112630137116,-73.97590782539363,BROOKLYN
REAL_Coney_Island_41_1766294704,2025-12-21 00:25:04,Street Condition,40.57570939259451,-73.96831477451786,BROOKLYN
REAL_Coney_Island_61_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.5758229501388,-73.97864349005555,BROOKLYN
REAL_Coney_Island_72_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.578061028344365,-73.96505422384962,BROOKLYN
REAL_Coney_Island_79_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.56534613976133,-73.97993802774073,BROOKLYN
REAL_Greenpoint_15_1766294704,2025-12-21 00:25:04,Sewer,40.71770911657746,-73.95102817378248,BROOKLYN
REAL_Greenpoint_38_1766294704,2025-12-21 00:25:04,Illegal Parking,40.737382176305,-73.94982590677401,BROOKLYN
REAL_Greenwich_Village_37_1766294704,2025-12-21 00:25:04,Street Condition,40.73466415925699,-73.98256971584931,MANHATTAN
REAL_Bedford_Stuyvesant_65_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.69197288842782,-73.941127399554,BROOKLYN
REAL_Bushwick_79_1766294704,2025-12-21 00:25:04,Traffic Signal Condition,40.69802102061854,-73.92443951234038,BROOKLYN
REAL_Bedford_Stuyvesant_31_1766294704,2025-12-21 00:25:04,Graffiti,40.67792108370556,-73.92830377359027,BROOKLYN
REAL_Bushwick_132_1766294704,2025-12-21 00:25:04,Street Condition,40.67858279193077,-73.91295121666313,BROOKLYN
REAL_Bushwick_133_1766294704,2025-12-21 00:25:04,Noise - Residential,40.70660112246575,-73.9199446005589,BROOKLYN
REAL_Bushwick_145_1766294704,2025-12-21 00:25:04,Graffiti,40.68944120132651,-73.91755706793086,BROOKLYN
REAL_Bushwick_153_1766294704,2025-12-21 00:25:04,Noise - Residential,40.690977538889726,-73.9230489780701,BROOKLYN
REAL_Bushwick_164_1766294704,2025-12-21 00:25:04,Water System,40.6992402949023,-73.91890196046359,BROOKLYN
REAL_Dumbo_10_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.71372571113135,-73.97610760871055,BROOKLYN
REAL_Dumbo_69_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.69551663193791,-73.98665766772399,BROOKLYN
REAL_Red_Hook_15_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.67504895332774,-74.01443658111563,BROOKLYN
REAL_Red_Hook_23_1766294704,2025-12-21 00:25:04,Noise - Commercial,40.669964117308105,-74.02431587402242,BROOKLYN
REAL_Red_Hook_39_1766294704,2025-12-21 00:25:04,Street Light Condition,40.690844440811105,-74.00726993716556,BROOKLYN
REAL_Red_Hook_41_1766294704,2025-12-21 00:25:04,Noise - Street/Sidewalk,40.68756488286113,-74.00783131086675,BROOKLYN
REAL_Red_Hook_96_1766294704,2025-12-21 00:25:04,Noise - Vehicle,40.67339498420324,-74.00278968862801,BROOKLYN
REAL_Crown_Heights_66_1766294704,2025-12-21 00:25:04,Traffic Signal Condition,40.676102047107,-73.93495890173838,BROOKLYN
REAL_Crown_Heights_86_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.67517347334982,-73.93406620365971,BROOKLYN
REAL_Crown_Heights_120_1766294704,2025-12-21 00:25:04,Street Light Condition,40.65801521147852,-73.93328995701492,BROOKLYN
REAL_Midtown_31_1766294704,2025-12-21 00:25:04,Noise - Residential,40.751720834438586,-73.98397297153609,MANHATTAN
REAL_Lower_East_Side_7_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.725601566431266,-73.989624871412,MANHATTAN
REAL_Soundview_118_1766294704,2025-12-21 00:25:04,Illegal Parking,40.82320072246641,-73.86164359408941,BRONX
REAL_Stapleton_17_1766294704,2025-12-21 00:25:04,Graffiti,40.62038382768108,-74.06686867297,STATEN ISLAND
REAL_Parkchester_24_1766294704,2025-12-21 00:25:04,Other,40.831380712342295,-73.85806194632927,BRONX
REAL_Stapleton_74_1766294704,2025-12-21 00:25:04,Noise - Residential,40.610338537108355,-74.0794209590176,STATEN ISLAND
REAL_Parkchester_32_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.84385756525668,-73.85468364116184,BRONX
REAL_Parkchester_45_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.83717513331897,-73.84367343118036,BRONX
REAL_Parkchester_52_1766294704,2025-12-21 00:25:04,Noise - Residential,40.840933629944054,-73.86653447442747,BRONX
REAL_St_George_92_1766294704,2025-12-21 00:25:04,Illegal Parking,40.64421475434847,-74.06693251357852,STATEN ISLAND
REAL_Great_Kills_33_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.5724844502507,-74.16113294933399,STATEN ISLAND
REAL_St_George_54_1766294704,2025-12-21 00:25:04,Noise - Residential,40.65278975791123,-74.07143692745089,STATEN ISLAND
REAL_Soundview_2_1766294704,2025-12-21 00:25:04,Street Condition,40.82816828207003,-73.8622398932407,BRONX
REAL_Parkchester_63_1766294704,2025-12-21 00:25:04,Street Light Condition,40.851511818753515,-73.8651602861126,BRONX
REAL_Great_Kills_50_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.56651118298058,-74.12342137768727,STATEN ISLAND
REAL_St_George_17_1766294704,2025-12-21 00:25:04,Street Condition,40.64698638564471,-74.07170482267686,STATEN ISLAND
REAL_Port_Richmond_51_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.63171736858668,-74.14553747198902,STATEN ISLAND
REAL_New_Dorp_30_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.56912933711918,-74.10286740838396,STATEN ISLAND
REAL_Stapleton_76_1766294704,2025-12-21 00:25:04,Noise - Vehicle,40.63431066864807,-74.07957362366461,STATEN ISLAND
REAL_Parkchester_72_1766294704,2025-12-21 00:25:04,Sewer,40.830589127852186,-73.86601523610608,BRONX
REAL_Soundview_139_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.822066376015165,-73.87063877562468,BRONX
REAL_Morris_Park_4_1766294704,2025-12-21 00:25:04,Street Condition,40.84033397680738,-73.8558704040482,BRONX
REAL_Morris_Park_34_1766294704,2025-12-21 00:25:04,General Construction,40.84639517973775,-73.86155791265804,BRONX
REAL_Soundview_125_1766294704,2025-12-21 00:25:04,Street Condition,40.828220675656105,-73.85326750295084,BRONX
REAL_Morris_Park_15_1766294704,2025-12-21 00:25:04,Street Light Condition,40.84861506150081,-73.86347466521485,BRONX
REAL_Upper_East_Side_34_1766294704,2025-12-21 00:25:04,General Construction,40.76072378040249,-73.96251206935395,MANHATTAN
REAL_Soundview_117_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.84015312265217,-73.86768596142163,BRONX
REAL_Midtown_4_1766294704,2025-12-21 00:25:04,Rodent,40.752719602262154,-73.99811169066909,MANHATTAN
REAL_Soundview_101_1766294704,2025-12-21 00:25:04,Graffiti,40.832092549786985,-73.85884610189322,BRONX
REAL_Soundview_74_1766294704,2025-12-21 00:25:04,Street Condition,40.827884389358104,-73.86697296946704,BRONX
REAL_Soundview_66_1766294704,2025-12-21 00:25:04,Graffiti,40.82336413135993,-73.85032611938512,BRONX
REAL_New_Dorp_20_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.574939637082224,-74.10826276059275,STATEN ISLAND
REAL_St_George_96_1766294704,2025-12-21 00:25:04,Sanitation Condition,40.65573240193697,-74.08268280260702,STATEN ISLAND
REAL_St_George_87_1766294704,2025-12-21 00:25:04,Heat/Hot Water,40.62307122872033,-74.06941263181321,STATEN ISLAND
REAL_Port_Richmond_50_1766294704,2025-12-21 00:25:04,Street Condition,40.62730398306342,-74.12920049001903,STATEN ISLAND
REAL_Upper_West_Side_7_1766294704,2025-12-21 00:25:04,Noise - Residential,40.78283793265445,-73.98573859003051,MANHATTAN
REAL_Throggs_Neck_59_1766294704,2025-12-21 00:25:04,Illegal Parking,40.81129864206072,-73.81778319821521,BRONX
REAL_Throggs_Neck_56_1766294704,2025-12-21 00:25:04,Air Quality,40.81388878738577,-73.81924791817961,BRONX
REAL_Throggs_Neck_21_1766294704,2025-12-21 00:25:04,Noise - Residential,40.81204808655826,-73.81863833528301,BRONX
REAL_Tottenville_12_1766294704,2025-12-21 00:25:04,Traffic Signal Condition,40.5017726568459,-74.24124240168413,STATEN ISLAND
REAL_Morris_Park_63_1766294704,2025-12-21 00:25:04,Water System,40.8628814429383,-73.86812653778264,BRONX
REAL_Stapleton_77_1766294704,2025-12-21 00:25:04,Homeless Person Assistance,40.62323651310157,-74.0673826346291,STATEN ISLAND
REAL_Great_Kills_11_1766294704,2025-12-21 00:25:04,Noise - Residential,40.56661576081238,-74.14420787847997,STATEN ISLAND
REAL_Pelham_Bay_52_1766294704,2025-12-21 00:25:04,Street Condition,40.85490755911592,-73.82171907529202,BRONX
REAL_Stapleton_82_1766294704,2025-12-21 00:25:04,Blocked Driveway,40.62125625289291,-74.07320687399181,STATEN ISLAND
REAL_Park_Slope_29_1766208304,2025-12-20 00:25:04,Noise - Commercial,40.66517839394384,-73.97664132148192,BROOKLYN
REAL_Park_Slope_53_1766208304,2025-12-20 00:25:04,Street Light Condition,40.66399451344926,-73.98457408826806,BROOKLYN
REAL_Jamaica_170_1766208304,2025-12-20 00:25:04,Sanitation Condition,40.705002021790925,-73.79866064047825,QUEENS
REAL_Soundview_38_1766208304,2025-12-20 00:25:04,Homeless Person Assistance,40.815728622585986,-73.87206470214161,BRONX
REAL_Park_Slope_14_1766208304,2025-12-20 00:25:04,Noise - Residential,40.678590430641094,-73.97106585278236,BROOKLYN
REAL_Midtown_183_1766208304,2025-12-20 00:25:04,Sanitation Condition,40.757837283935736,-73.98449714999346,MANHATTAN
REAL_Soundview_37_1766208304,2025-12-20 00:25:04,Traffic Signal Condition,40.82885257372506,-73.85852800578913,BRONX
REAL_Brooklyn_Heights_8_1766208304,2025-12-20 00:25:04,Sanitation Condition,40.6929497778918,-73.99263160510637,BROOKLYN
REAL_New_Dorp_25_1766208304,2025-12-20 00:25:04,Illegal Parking,40.571502837912746,-74.1011897791683,STATEN ISLAND
REAL_Park_Slope_9_1766208304,2025-12-20 00:25:04,General Construction,40.668943094784204,-73.97690479274844,BROOKLYN
REAL_Red_Hook_10_1766208304,2025-12-20 00:25:04,Other,40.68713196494588,-74.00331486458153,BROOKLYN
REAL_New_Dorp_26_1766208304,2025-12-20 00:25:04,Graffiti,40.5740164713152,-74.11368946970084,STATEN ISLAND
REAL_Brooklyn_Heights_21_1766208304,2025-12-20 00:25:04,Traffic Signal Condition,40.699985152823665,-73.99510757890488,BROOKLYN
REAL_Woodside_16_1766208304,2025-12-20 00:25:04,Sanitation Condition,40.7402264488679,-73.90521196771077,QUEENS
REAL_Upper_East_Side_50_1766208304,2025-12-20 00:25:04,General Construction,40.77115320336561,-73.96839633115032,MANHATTAN
REAL_Park_Slope_5_1766208304,2025-12-20 00:25:04,Derelict Vehicle,40.665279462359536,-73.97531770063077,BROOKLYN
REAL_Williamsburg_161_1766208304,2025-12-20 00:25:04,Noise - Residential,40.709432773036575,-73.96036271982716,BROOKLYN
REAL_Jackson_Heights_124_1766208304,2025-12-20 00:25:04,Noise - Residential,40.75786503594498,-73.87752602007096,QUEENS
REAL_Jackson_Heights_118_1766208304,2025-12-20 00:25:04,Derelict Vehicle,40.767463990552216,-73.87228447407877,QUEENS
REAL_Woodside_68_1766208304,2025-12-20 00:25:04,Street Light Condition,40.75934555196276,-73.91808503973033,QUEENS
REAL_Soundview_12_1766208304,2025-12-20 00:25:04,Derelict Vehicle,40.83555954152146,-73.85898957215834,BRONX
REAL_Midtown_185_1766208304,2025-12-20 00:25:04,Noise - Residential,40.776752008146104,-73.9918266010938,MANHATTAN
REAL_Jamaica_95_1766208304,2025-12-20 00:25:04,Noise - Residential,40.70952245547741,-73.7909185850868,QUEENS
REAL_Bushwick_106_1766208304,2025-12-20 00:25:04,Graffiti,40.69581612902607,-73.92731190661674,BROOKLYN
REAL_Jamaica_154_1766208304,2025-12-20 00:25:04,Street Condition,40.7184497250374,-73.79706264938868,QUEENS
